id,text,label,normalized_text,meta_doc_drugs,final_pred
49e07edf-7061-4fd1-8f22-b7aa05c2c658,"We present the case of a postictal patient with lethargy, hyperammonemia, otherwise normal liver function tests, and a therapeutic valproic acid level.",1,"We present the case of a postictal patient with somnolence, hyperammonemia, otherwise normal liver function tests, and a therapeutic valproate level.",this drug,0
60f86234-cb9c-4d8f-b4c2-3804baf7b73a,"Drug-induced gingival enlargement has been reported in patients treated with various types of anticonvulsant drugs, and is generally associated with the presence of plaque, gingival inflammation, and a genetic predisposition.",0,"Drug-induced gingival enlargement has been reported in patients treated with various types of anticonvulsant drugs, and is generally associated with the presence of plaque, gingival inflammation, and a genetic predisposition.",this drug,1
0ea2838d-7825-4c3e-a962-b0b8fdb768e8,"Discontinuation of mianserin resulted in recurrence of akathisia, while full amelioration of the symptoms of akathisia was noted when mianserin was reinstituted.",0,"Discontinuation of mianserin resulted in recurrence of akathisia, while full amelioration of the symptoms of akathisia was noted when mianserin was reinstituted.",this drug,0
53e721c8-9c5e-4cb5-a040-aaa5e8434152,Three patients presented with myoclonic seizures refractory to valproic acid and the usual antiepileptic therapy.,0,Three patients presented with myoclonic seizures refractory to valproate and the usual antiepileptic therapy.,this drug,0
c6fb82ec-0227-4c14-b505-89db4d4a11f8,Phenytoin and carbamazepine were necessary to control the seizures.,0,Phenytoin and carbamazepine were necessary to control the seizures.,this drug,0
e411c462-12f1-4ea8-a10d-7c9589b17d9c,"Some chemicals can cause burning in the mucosa of cheeks, lips, tongue, and palate.",0,"Some chemicals can cause burning in the mucosa of cheeks, lips, tongue, and palate.",this drug,0
a2b74b41-0d28-41b9-9da3-ac5749fdce45,Recurrent septicemia with lethal outcome during and after cyclosporine therapy in severe ulcerative colitis.,1,Recurrent bacteremia with lethal outcome during and after cyclosporine therapy in severe ulcerative colitis.,this drug,1
80488449-adeb-4f6f-8f5e-9b845e1205e4,Acute ocular ischemic change may be associated with intravitreal injection of bevacizumab in patients with vascular compromised diabetic retinopathy and/or underlying stenosis of the carotid artery.,1,Acute ocular ischemic change may be associated with intravitreal injection of bevacizumab in patients with vascular compromised diabetic retinopathy and/or underlying stenosis of the carotid artery.,this drug,1
d49e8a58-5025-4b96-9803-5d57b3579711,Botulinum toxin for palliative treatment of epiphora in a patient with canalicular obstruction.,0,Botulinum toxin for palliative treatment of epiphora in a patient with canalicular obstruction.,this drug,0
0fb5470a-ab98-4a37-b408-b4f24b46e899,"The clinical course suggests that caffeine, which is present in oolong tea, was mainly responsible for the rhabdomyolysis as well as the delirium, although severe hyponatremia has been reported to cause rhabdomyolysis on rare occasions.",1,"The clinical course suggests that caffeine, which is present in oolong tea, was mainly responsible for the rhabdomyolysis as well as the delirium, although severe hyponatremia has been reported to cause rhabdomyolysis on rare occasions.",this drug,0
8a1d8810-d5ec-417a-abd5-fba2ab47297e,A 9-year-old boy developed acute renal failure following intravenous acyclovir (30 mg/kg per day) administered for 6 days to treat herpetic encephalitis.,1,A 9-year-old boy developed acute renal failure following intravenous acyclovir (30 milligrams per kilogram per day) administered for 6 days to treat herpes simplex encephalitis.,this drug,1
694aa192-f7fc-41c6-af3b-ca50ef248863,"The patient developed tonic-clonic seizures, which resolved with diazepam and midazolam therapy.",0,"The patient developed tonic-clonic seizures, which resolved with diazepam and midazolam therapy.",this drug,1
b7640b47-9076-42bc-83a2-41ac565e5949,"All the episodes occurred after the first dose was administered, and the seven patients recovered without sequelae after the drug was withdrawn.",0,"All the episodes occurred after the first dose was administered, and the seven patients recovered without sequelae after the drug was withdrawn.",this drug,0
ac0e78b4-4cbc-4f46-a2be-368c681498eb,PURPOSE: To describe retinal pigment epithelial tear following photodynamic therapy (PDT) for subfoveal choroidal neovascularization (CNV) secondary to age-related macular degeneration (AMD).,0,PURPOSE: To describe retinal pigment epithelial tear following photodynamic therapy (PDT) for subfoveal choroidal neovascularization (CNV) secondary to age-related macular degeneration (AMD).,this drug,1
9d3be45c-daa3-400a-8f98-6ba07a63421f,The cases of CBZ-induced SLE reported in the literature were reviewed.,1,The cases of carbamazepine-induced systemic lupus erythematosus reported in the literature were reviewed.,this drug,0
d55c365c-5b8a-4553-910c-0f3bd0c7faf2,We can speculate that the overexpression of VEGF induced by local ischemia and inflammation can make these patients more likely to have CNV.,0,We can speculate that the overexpression of Vascular Endothelial Growth Factor (VEGF) induced by local ischemia and inflammation can make these patients more likely to have Choroidal Neovascularization (CNV).,this drug,0
54c8ef79-e41b-4cb7-97d3-79f0287c9aec,Flucloxacillin is a commonly prescribed semisynthetic penicillinase-resistant penicillin primarily used for the treatment of cutaneous staphylococcal infections.,0,Flucloxacillin is a commonly prescribed semisynthetic penicillinase-resistant penicillin primarily used for the treatment of cutaneous staphylococcal infections.,this drug,0
7650ca41-4136-4042-9df2-35e386c15520,"Although asymptomatic, the biochemical abnormality improved after discontinuation of carbamazepine.",0,"Although asymptomatic, the biochemical abnormality improved after discontinuation of carbamazepine.",this drug,0
ae99c354-ae4d-4722-a4a6-cdeed02a1df7,CLINICAL FEATURES: A 61 yr old man with severe mitral regurgitation and chronic obstructive lung disease underwent surgery for mitral valve repair.,0,CLINICAL FEATURES: A 61-year-old male with severe mitral regurgitation and chronic obstructive pulmonary disease underwent surgery for mitral valve repair.,this drug,0
d511a2d4-0199-47b6-984e-403513555455,In a patient without evidence of hypersensitivity (the lymphocytes did not react to the drug in vitro) fever was the sole manifestation of an adverse reaction to cimetidine that was confirmed by challenge with the drug.,0,In a patient without evidence of hypersensitivity (the lymphocytes did not react to the drug in vitro) fever was the sole manifestation of an adverse reaction to cimetidine that was confirmed by challenge with the drug.,this drug,1
bc267aa1-fe78-4888-a023-f94347378c16,Massive pulmonary embolism complicating streptokinase treatment for deep vein thrombosis.,1,Massive pulmonary embolism complicating streptokinase treatment for deep vein thrombosis.,this drug,1
cca095e9-374a-4d4d-9813-eb39e9c5852a,Thrombotic microangiopathy (TMA) is a serious toxicity associated with a small number of antineoplastic agents.,0,Thrombotic microangiopathy (TMA) is a serious toxicity associated with a small number of antineoplastic agents.,this drug,1
3372e4ce-3186-4fb7-abfc-7a6632f55b92,Levofloxacin induced polymorphic ventricular tachycardia with normal QT interval.,1,Levofloxacin-induced polymorphic ventricular tachycardia with normal QT interval.,this drug,1
0bdbc985-1c38-4479-99c1-2b2485124b90,Personality factors and drug effects in a controlled study of cyclazocine.,0,Personality factors and drug effects in a controlled study of cyclazocine.,this drug,0
f6f3bd1e-19f3-4f3b-9f31-6f855c4199ce,We report a heart-lung transplant patient who developed chronic rejection (BOS stage 3) with the appearance of gross bronchiectasis on a spiral computed tomography (CT) chest scan.,0,We report a heart-lung transplant patient who developed chronic rejection (BOS stage 3) with the appearance of gross bronchiectasis on a spiral computed tomography (CT) chest scan.,this drug,0
53c9cbbe-4664-4242-9a4a-38e09d477be1,This potential long-term risk has medicolegal implications for informed consent and for the potential use of both permanent fillers and interferon.,0,This potential long-term risk has medicolegal implications for informed consent and for the potential use of both permanent fillers and interferon.,this drug,0
82eb00f9-22c4-4f1d-8176-c3a2cc0307a8,We describe a case of clozapine-induced seizures in a patient with treatment-resistant schizophrenia.,1,We describe a case of clozapine-induced seizures in a patient with treatment-resistant schizophrenia.,this drug,0
b2254bc9-0e84-4d01-9ef2-2fff15fbcd7d,"However, it is possible that the previous antipsychotic exposure could have created a sensitising or priming effect on the striatum.",0,"However, it is possible that the previous antipsychotic exposure could have created a sensitizing or priming effect on the striatum.",this drug,0
7bbfde65-dd4a-49b2-9603-d43ef5cbb0b6,Four of the six experienced renal failure requiring dialysis.,0,Four of the six experienced renal failure requiring dialysis.,this drug,1
20f9af93-55f4-4139-b134-e88aff20de1a,Record et al. have recommended oral loading in selected patients.,0,Record et al. have recommended oral loading in selected patients.,this drug,0
6d7c8b71-4dd9-4868-a3c8-1dc03db07142,A 51-year-old male with a huge chondrosarcoma received subarachnoid dorsal root blocks with 10% phenol in glycerine to treat severe pain along the left leg.,0,A 51-year-old male with a huge chondrosarcoma received subarachnoid dorsal root blocks with 10% phenol in glycerine to treat severe pain along the left leg.,this drug,0
48574827-e107-4d1e-b8a4-f370e5fdfd4b,"However, id injection with monomeric Lex had no effect.",0,"However, intravenous injection with monomeric LEX had no effect.",this drug,0
d05f76f6-da28-4faf-a067-c51d28e54329,A mutation in the neuraminidase active site (152 Arg-->Lys) led to a 1000-fold reduction in the enzyme sensitivity to zanamivir.,0,A mutation in the neuraminidase active site (152 Arg→Lys) led to a 1000-fold reduction in the enzyme sensitivity to oseltamivir.,this drug,0
a2a5c98f-c9dc-4304-8485-48be7b06a46c,"All patients who died developed disseminated intravascular coagulation, and at postmortem examination were found to have had cerebral haemorrhage.",0,"All patients who died developed disseminated intravascular coagulation, and at postmortem examination were found to have had cerebral haemorrhage.",this drug,1
71deaeff-5426-40ed-bd8b-e009cf5ac51e,There are few reported findings of sexual dysfunction in men and none in women.,0,There are few reported findings of erectile dysfunction in men and none in women.,this drug,0
c5c23308-6f75-4040-98ae-32d82a81eda6,"Renal function returned to normal eventually, but she continued to have relapses of exfoliative dermatitis up to a year later.",0,"Renal function returned to normal eventually, but she continued to have relapses of exfoliative dermatitis up to a year later.",this drug,1
f97a700e-2b5b-48dc-a25a-7a3e4fbcdea2,The incidence of primary osteogenic sarcomas of the skull is about 1 to 2% of all skull tumors.,0,The incidence of primary osteogenic sarcomas of the skull is about 1 to 2% of all skull tumors.,this drug,0
1003a379-5b33-4c1e-97aa-e14799c96e4f,Abnormal retinal function associated with isotretinoin therapy for acne.,1,Abnormal retinal function associated with isotretinoin therapy for acne.,this drug,1
43746744-b2df-4d8a-8867-c1fe70b3f121,"Because the cerebellar toxicity may be worsened by continuation of therapy after initial onset of symptoms, prompt termination of HDARAC is recommended.",1,"Because the cerebellar toxicity may be worsened by continuation of therapy after initial onset of symptoms, prompt termination of HDARAC is recommended.",this drug,1
29b77145-55ef-4b43-b368-550b4f5aa65f,Successful use of oral ganciclovir for the treatment of intrauterine cytomegalovirus infection in a renal allograft recipient.,0,Successful use of oral ganciclovir for the treatment of intrauterine cytomegalovirus infection in a renal allograft recipient.,this drug,0
6af9b93f-45eb-4de4-bc9a-94a78f90bbed,"Type I second-degree AV block (Mobitz type I, Wenckebach AV block) during ritodrine therapy for preterm labor.",1,"Type I second-degree atrioventricular block (Mobitz type I, Wenckebach atrioventricular block) during ritodrine therapy for preterm labor.",this drug,1
ce45479b-dc2f-4292-a0a0-333416683390,"Intravenous mitozantrone was given for 2 years and she is asymptomatic, with computed tomographic evidence of tumour response, 27 months after diagnosis.",0,"Intravenous mitozantrone was administered for 2 years and she is asymptomatic, with computed tomographic evidence of tumour response, 27 months after diagnosis.",this drug,0
f3c4f6c6-320b-4bc7-bdbc-f4a6dab04a5f,The use of systemic corticosteroids in this condition is not established.,0,The use of systemic corticosteroids in this condition is not established.,this drug,0
e4011fd3-2fbb-44b2-a40b-873909a7093a,"Six isolated reports of prenatally exposed infants with various congenital anomalies exist, but to date no specific phenotype has been delineated.",0,"Six isolated reports of prenatally exposed infants with various congenital anomalies exist, but to date no specific phenotype has been delineated.",this drug,0
54d3f79e-5190-4cf2-bed2-4cb0333a280f,Differential diagnosis and treatment of this condition are discussed.,0,Differential diagnosis and treatment of this condition are discussed.,this drug,0
f3d925c0-b0a3-435e-8228-971ab500fcd7,"We report a case of cytomegalovirus retinitis which occurred 6 months after renal transplantation and was successfully treated with an investigational drug, ganciclovir (DHPG [Dihydroxy propoxymethyl guanine], Cytovene, BW-B759U), via intravenous administration, with resolution of active retinal lesions and the cessation of cytomegalovirus shedding in the urine.",0,"We report a case of cytomegalovirus retinitis which occurred 6 months after renal transplantation and was successfully treated with an investigational drug, ganciclovir (Angiotensin-Converting Enzyme inhibitor), via intravenous administration, with resolution of active retinal lesions and the cessation of cytomegalovirus shedding in the urine.",this drug,0
63b96ff9-8b04-4d2e-b955-468932f09326,"This translocation determines a fusion gene, bcr-abl, which encodes a constitutively active protein, tyrosine kinase, resulting in decreased apoptosis, defective adhesion, and genomic instability in transformed cells.",0,"This text is already in formal medical language, so no normalization is needed.",this drug,0
f95926c9-968d-4bec-954c-0887941d8960,METHOD: A patient with acquired immunodeficiency syndrome (AIDS) with pulmonary Pneumocystis carinii was treated with 750 mg of atovaquone three times a day.,0,Acquired immunodeficiency syndrome (AIDS) with pulmonary Pneumocystis jirovecii was treated with 750 mg of atovaquone three times a day.,this drug,0
8884880a-4c07-433d-9002-753ed6bba7ae,CONCLUSIONS: All primary eye care clinicians should be aware of this new and unique clinical presentation and be prepared to recognize it quickly and treat it appropriately.,0,CONCLUSIONS: All primary eye care clinicians should be aware of this new and unique clinical presentation and be prepared to recognize it quickly and treat it appropriately.,this drug,1
